ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed,subscribed,Message1,Message2,Message3,Origin,Terminated
6518,canada,,2021-01-19,2021-01-19,1st message,,,,,,,,False,2021-01-19,,,2000-01-01,2100-01-01
6535,usa,B10,2021-01-19,2021-01-19,1st message,,,,,,,,False,2021-01-19,,,2000-01-01,2100-01-01
6536,usa,B10,2021-01-19,2021-01-19,1st message,,,,,,,,False,2021-01-19,,,2000-01-01,2100-01-01
6537,france,B15,2021-01-19,2021-01-19,1st message,not interested,,,,,,,False,2021-01-19,,,2000-01-01,2100-01-01
6538,france,B15,2021-01-19,2021-01-19,1st message,,,,,,,,False,2021-01-19,,,2000-01-01,2100-01-01
6539,usa,,2021-01-19,2021-01-19,1st message,,,,,,,,False,2021-01-19,,,2000-01-01,2100-01-01
6540,uk,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6541,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6542,germany,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6543,unknown,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6544,uk,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6545,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6546,germany,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6547,brazil,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6548,brazil,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6549,germany,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6550,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6551,china,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6552,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6553,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6554,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6555,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6556,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6557,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6558,portugal,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6559,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6560,japan,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6561,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6562,germany,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6563,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6564,portugal,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6565,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6566,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6567,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6568,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6569,france,B17,2021-01-18,2021-08-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6570,france,B17,2021-01-18,2021-08-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6571,france,B17,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6572,canada,B17,2021-01-18,2021-01-18,2nd message,not interested,,,,,,,False,2021-01-18,2021-01-18,,2000-01-01,2100-01-01
6573,france,B17,2021-01-18,2021-02-20,3rd message,,,,,,,,False,2021-01-18,2021-01-18,2021-02-20,2000-01-01,2100-01-01
6574,canada,B17,2021-01-18,2021-08-18,3rd message,,,,,,,,False,2021-01-18,2021-01-18,2021-08-18,2000-01-01,2100-01-01
6575,france,B17,2021-01-18,2021-02-20,3rd message,interested,2021-03-12,,,2021-03-12,2021-03-31,,False,2021-01-18,2021-01-18,2021-02-20,2000-01-01,2100-01-01
6576,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6577,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6578,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6579,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6580,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6581,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6582,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6583,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6584,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6585,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6586,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6587,brazil,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6588,netherlands,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6589,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6590,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6591,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6592,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6593,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6594,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6595,germany,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6596,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6597,usa,B21,2021-01-18,2021-01-18,1st message,,,,,,,,False,2021-01-18,,,2000-01-01,2100-01-01
6598,usa,B21,2021-01-18,2021-01-18,2nd message,not interested,,,,,,,False,2021-01-18,2021-01-18,,2000-01-01,2100-01-01
6599,canada,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6600,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6601,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6602,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6603,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6604,usa,B27,2021-01-16,2021-11-05,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6605,usa,B27,2021-01-16,2021-11-05,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6606,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6607,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6608,uk,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6609,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6610,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6611,usa,B27,2021-01-16,2021-01-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6612,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6613,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6614,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,2021-08-25,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6615,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6616,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6617,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6618,usa,B27,2021-01-16,2021-11-04,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6619,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6620,usa,B27,2021-01-16,2021-11-04,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6621,usa,B27,2021-01-16,2021-11-04,1st message,not interested,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6622,usa,B27,2021-01-16,2021-11-04,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6623,usa,B27,2021-01-16,2021-11-04,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6624,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6625,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6626,usa,B27,2021-01-16,2021-11-04,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6627,usa,B27,2021-01-16,2021-11-04,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6628,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6629,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6630,usa,B27,2021-01-16,2021-11-05,1st message,not interested,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6631,usa,B27,2021-01-16,2021-11-05,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6632,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6633,canada,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6634,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6635,usa,B27,2021-01-16,2021-01-16,2nd message,not interested,,,,,,,False,2021-01-16,2021-01-16,,2000-01-01,2100-01-01
6636,usa,B27,2021-01-16,2021-01-16,2nd message,not interested,,,,,,,False,2021-01-16,2021-01-16,,2000-01-01,2100-01-01
6637,usa,B27,2021-01-16,2021-01-16,2nd message,not interested,,,,,,,False,2021-01-16,2021-01-16,,2000-01-01,2100-01-01
6638,usa,B27,2021-01-16,2021-02-20,3rd message,did not join the call,2021-08-09,,,,,,False,2021-01-16,2021-01-16,2021-02-20,2000-01-01,2100-01-01
6639,usa,B27,2021-01-16,2021-08-20,2nd message,did not join the call,2021-01-22,,,,,,False,2021-01-16,2021-08-20,,2000-01-01,2100-01-01
6640,usa,B27,2021-01-16,2021-02-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-02-20,2000-01-01,2100-01-01
6641,spain,B27,2021-01-16,2021-08-16,2nd message,interested,2021-01-19,,,2021-01-19,,,False,2021-01-16,2021-08-16,,2000-01-01,2100-01-01
6642,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6643,usa,B27,2021-01-16,2021-11-04,2nd message,not interested,,,,,,,False,2021-01-16,2021-11-04,,2000-01-01,2100-01-01
6644,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6645,usa,B27,2021-01-16,2021-11-05,2nd message,,,,,,,,False,2021-01-16,2021-11-05,,2000-01-01,2100-01-01
6646,usa,B27,2021-01-16,2021-11-05,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-11-05,2000-01-01,2100-01-01
6647,usa,B27,2021-01-16,2021-11-05,2nd message,interested,2021-01-25,,,,,,False,2021-01-16,2021-11-05,,2000-01-01,2100-01-01
6648,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6649,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6650,usa,B27,2021-01-16,2021-11-05,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-11-05,2000-01-01,2100-01-01
6651,usa,B27,2021-01-16,2021-08-20,3rd message,,,,,,,,False,2021-01-16,2021-01-16,2021-08-20,2000-01-01,2100-01-01
6652,colombia,B27,2021-01-16,2021-11-05,2nd message,subscribed already,2021-01-18,,,2021-01-18,2021-02-01,2021-02-04,True,2021-01-16,2021-11-05,,2000-01-01,2100-01-01
6653,usa,B27,2021-01-16,2021-08-20,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6654,usa,B27,2021-01-16,2021-11-05,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6655,usa,B27,2021-01-16,2021-08-16,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6656,usa,B27,2021-01-16,2021-11-05,1st message,,,,,,,,False,2021-01-16,,,2000-01-01,2100-01-01
6657,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6658,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6659,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6660,singapore,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6661,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6662,singapore,B19,2021-01-14,2021-01-14,1st message,interested,2021-03-06,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6663,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6664,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6665,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6666,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6667,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6668,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6669,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6670,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6671,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6672,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6673,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6674,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6675,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6676,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6677,singapore,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6678,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6679,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6680,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6681,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6682,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6683,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6684,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6685,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6686,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6687,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6688,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6689,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6690,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6691,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6692,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6693,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6694,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6695,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6697,usa,B19,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6698,usa,B3,2021-01-14,2021-01-14,1st message,,,,,,,,False,2021-01-14,,,2000-01-01,2100-01-01
6699,usa,B19,2021-01-14,2021-02-20,3rd message,,,,,,,,False,2021-01-14,2021-01-14,2021-02-20,2000-01-01,2100-01-01
6700,singapore,B19,2021-01-14,2021-02-20,3rd message,,,,,,,,False,2021-01-14,2021-01-14,2021-02-20,2000-01-01,2100-01-01
6701,singapore,B19,2021-01-14,2021-01-14,2nd message,interested,2021-01-15,,,,,,False,2021-01-14,2021-01-14,,2000-01-01,2100-01-01
6702,usa,B19,2021-01-14,2021-02-20,3rd message,,,,,,,,False,2021-01-14,2021-01-14,2021-02-20,2000-01-01,2100-01-01
6703,usa,B19,2021-01-14,2021-02-20,3rd message,interested,2021-04-03,,,2021-04-03,,,False,2021-01-14,2021-01-14,2021-02-20,2000-01-01,2100-01-01
6704,usa,B19,2021-01-14,2021-02-20,3rd message,,,,,,,,False,2021-01-14,2021-01-14,2021-02-20,2000-01-01,2100-01-01
6706,canada,B1,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6707,usa,B1,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6708,canada,B1,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6709,canada,B1,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6710,canada,B1,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6711,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6712,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6713,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6714,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6715,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6716,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6717,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6718,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6719,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6720,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6721,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6722,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6723,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6724,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6725,usa,B30,2021-01-13,2021-01-13,2nd message,subscribed already,2020-11-14,,,2020-11-14,2020-12-23,2020-12-17,True,2021-01-13,2021-01-13,,2000-01-01,2100-01-01
6726,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6727,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6728,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6729,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6730,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6731,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6732,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6733,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6734,usa,B30,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6735,usa,B30,2021-01-13,2021-01-13,2nd message,not interested,,,,,,,False,2021-01-13,2021-01-13,,2000-01-01,2100-01-01
6736,canada,B1,2021-01-13,2021-02-20,3rd message,,,,,,,,False,2021-01-13,2021-01-13,2021-02-20,2000-01-01,2100-01-01
6737,usa,B30,2021-01-13,2021-02-20,3rd message,,,,,,,,False,2021-01-13,2021-01-13,2021-02-20,2000-01-01,2100-01-01
6738,usa,B30,2021-01-13,2021-02-20,3rd message,,,,,,,,False,2021-01-13,2021-01-13,2021-02-20,2000-01-01,2100-01-01
6739,unknown,B21,2021-01-13,2021-01-13,2nd message,,,,,,,,False,2021-01-13,2021-01-13,,2000-01-01,2100-01-01
6740,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6741,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6742,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6743,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6744,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6745,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6746,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6747,canada,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6748,uk,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6749,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6750,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6751,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6752,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6753,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6754,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6755,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6756,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6757,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6758,usa,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6759,uk,B29,2021-01-13,2021-01-13,1st message,,,,,,,,False,2021-01-13,,,2000-01-01,2100-01-01
6760,canada,B1,2021-01-11,2021-03-10,2nd message,not interested,,,,,,,False,2021-01-11,2021-03-10,,2000-01-01,2100-01-01
