ID,Country,Education,First Contact,Last Contact,Status,Stage,First Call,Signed up for a demo,Filled in customer survey,Did sign up to the platform,Account Manager assigned,Subscribed,subscribed,Message1,Message2,Message3,Origin,Terminated
2842,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2843,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2844,canada,B1,2021-03-20,2021-03-20,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2845,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2846,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2847,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2848,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2849,canada,B1,2021-03-20,2021-03-20,2nd message,interested,2021-03-24,,,,,,False,2021-03-20,2021-03-20,,2000-01-01,2100-01-01
2850,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2851,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2852,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2853,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2854,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2855,canada,B1,2021-03-20,2021-03-20,2nd message,,,,,,,,False,2021-03-20,2021-03-20,,2000-01-01,2100-01-01
2856,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2857,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2858,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2859,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2860,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2861,canada,B1,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2862,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2863,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2864,usa,B27,2021-03-20,2021-03-20,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2865,usa,B21,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2866,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2867,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2868,usa,B27,2021-03-20,2021-08-24,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-08-24,2000-01-01,2100-01-01
2869,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2870,usa,B27,2021-03-20,2021-08-24,3rd message,,,,,,,,False,2021-03-20,2021-03-20,2021-08-24,2000-01-01,2100-01-01
2871,usa,B27,2021-03-20,2021-04-17,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2872,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2873,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2874,usa,B27,2021-03-20,2022-01-11,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2875,usa,B27,2021-03-20,2022-01-11,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2877,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2878,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2879,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2880,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2881,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2882,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2883,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2884,usa,B27,2021-03-20,2021-03-20,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2885,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2886,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2887,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2888,usa,B27,2021-03-20,2021-03-20,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2889,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2890,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2891,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2892,canada,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2893,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2894,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2895,india,B27,2021-03-20,2021-03-20,2nd message,interested,2021-03-22,,,2021-03-22,,,False,2021-03-20,2021-03-20,,2000-01-01,2100-01-01
2896,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2897,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2898,usa,B27,2021-03-20,2021-03-20,1st message,not interested,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2899,usa,B27,2021-03-20,2022-01-11,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2900,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2901,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2902,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2904,usa,B27,2021-03-20,2021-03-22,2nd message,interested,2021-03-24,,,2021-03-24,,,False,2021-03-20,2021-03-22,,2000-01-01,2100-01-01
2905,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2906,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2907,usa,B27,2021-03-20,2021-03-20,1st message,,,,,,,,False,2021-03-20,,,2000-01-01,2100-01-01
2964,canada,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2965,usa,B11,2021-03-18,2021-03-18,2nd message,not interested,,,,,,,False,2021-03-18,2021-03-18,,2000-01-01,2100-01-01
2966,usa,B11,2021-03-18,2022-01-17,1st message,not interested,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2967,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2968,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2969,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2970,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2971,uk,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2972,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2973,australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2974,uk,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2975,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2976,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2977,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2978,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2979,singapore,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2980,saudi arabia,B11,2021-03-18,2021-03-18,2nd message,not interested,,,,,,,False,2021-03-18,2021-03-18,,2000-01-01,2100-01-01
2981,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2982,australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2983,singapore,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2984,australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2985,uk,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2986,australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2987,usa,B11,2021-03-18,2021-03-28,3rd message,,,,,,,,False,2021-03-18,2021-03-18,2021-03-28,2000-01-01,2100-01-01
2988,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2989,saudi arabia,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2990,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2991,australia,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2992,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2993,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2994,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2995,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2996,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2997,usa,B11,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2998,france,B15,2021-03-18,2022-01-17,1st message,not interested,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
2999,france,B15,2021-03-18,2021-03-18,2nd message,not interested,,,,,,,False,2021-03-18,2021-03-18,,2000-01-01,2100-01-01
3000,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3001,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3002,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3003,france,B15,2021-03-18,2022-01-17,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3004,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3005,israel,B15,2021-03-18,2021-03-18,1st message,not interested,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3006,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3007,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3008,portugal,B15,2021-03-18,2022-01-17,1st message,interested,2021-05-10,,,2021-05-10,,,False,2021-03-18,,,2000-01-01,2100-01-01
3009,uk,B15,2021-03-18,2022-01-17,1st message,interested,2021-03-29,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3010,france,B15,2021-03-18,2021-08-24,3rd message,,,,,,,,False,2021-03-18,2021-03-18,2021-08-24,2000-01-01,2100-01-01
3011,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3012,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3013,france,B15,2021-03-18,2021-03-18,2nd message,not interested,,,,,,,False,2021-03-18,2021-03-18,,2000-01-01,2100-01-01
3014,france,B15,2021-03-18,2021-03-18,2nd message,interested,2021-03-25,,,2021-03-25,2021-03-31,,False,2021-03-18,2021-03-18,,2000-01-01,2100-01-01
3015,france,B15,2021-03-18,2021-08-24,3rd message,,,,,,,,False,2021-03-18,2021-03-18,2021-08-24,2000-01-01,2100-01-01
3016,france,B15,2021-03-18,2021-03-18,2nd message,declined/canceled call,2021-03-24,,,,,,False,2021-03-18,2021-03-18,,2000-01-01,2100-01-01
3017,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3018,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3019,france,B15,2021-03-18,2022-01-31,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3020,france,B15,2021-03-18,2022-01-31,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3021,france,B15,2021-03-18,2022-01-31,2nd message,not interested,,,,,,,False,2021-03-18,2022-01-31,,2000-01-01,2100-01-01
3022,france,B15,2021-03-18,2021-03-18,1st message,not interested,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3023,france,B15,2021-03-18,2021-03-19,2nd message,not interested,,,,,,,False,2021-03-18,2021-03-19,,2000-01-01,2100-01-01
3024,france,B15,2021-03-18,2021-03-18,2nd message,interested,2021-03-19,,,2021-03-19,,,False,2021-03-18,2021-03-18,,2000-01-01,2100-01-01
3025,france,B15,2021-03-18,2021-08-24,3rd message,,,,,,,,False,2021-03-18,2021-03-18,2021-08-24,2000-01-01,2100-01-01
3026,france,B15,2021-03-18,2022-01-31,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3027,france,B15,2021-03-18,2021-08-30,2nd message,interested,2021-09-04,2021-09-06,2021-09-06,2021-09-08,,,False,2021-03-18,2021-08-30,,2000-01-01,2100-01-01
3028,spain,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3029,switzerland,B15,2021-03-18,2021-03-24,1st message,not interested,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3030,germany,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3031,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3032,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3033,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3034,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3035,france,B15,2021-03-18,2022-01-31,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3036,france,B15,2021-03-18,2021-03-25,3rd message,not interested,,,,,,,False,2021-03-18,2021-03-18,2021-03-25,2000-01-01,2100-01-01
3037,france,B15,2021-03-18,2022-01-31,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3038,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3039,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3040,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3041,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3042,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3043,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3044,france,B15,2021-03-18,2021-08-24,3rd message,,,,,,,,False,2021-03-18,2021-03-18,2021-08-24,2000-01-01,2100-01-01
3045,france,B15,2021-03-18,2022-02-01,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3046,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3047,france,B15,2021-03-18,2022-02-01,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3048,france,B15,2021-03-18,2022-02-01,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3049,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3050,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3051,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3052,france,B15,2021-03-18,2021-08-24,3rd message,,,,,,,,False,2021-03-18,2021-03-18,2021-08-24,2000-01-01,2100-01-01
3053,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3054,france,B15,2021-03-18,2021-03-19,1st message,not interested,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3055,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3056,france,B15,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3057,uk,B15,2021-03-18,2021-08-24,3rd message,,,,,,,,False,2021-03-18,2021-03-18,2021-08-24,2000-01-01,2100-01-01
3058,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3059,canada,,2021-03-18,2021-03-18,1st message,not interested,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3060,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3061,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3062,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3063,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3064,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3065,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3066,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3067,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3068,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3069,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3070,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3071,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3072,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3073,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3074,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3075,canada,B1,2021-03-18,2022-02-01,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3076,canada,B1,2021-03-18,2021-03-18,1st message,,,,,,,,False,2021-03-18,,,2000-01-01,2100-01-01
3077,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3078,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3079,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3080,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3081,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3082,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3083,usa,B9,2021-03-17,2021-03-17,2nd message,,,,,,,,False,2021-03-17,2021-03-17,,2000-01-01,2100-01-01
3084,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3085,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3086,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3087,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3088,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3089,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3090,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3091,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3092,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3093,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3094,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3095,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3096,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3097,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3098,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3099,usa,B9,2021-03-17,2021-04-06,2nd message,not interested,,,,,,,False,2021-03-17,2021-04-06,,2000-01-01,2100-01-01
3100,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3101,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3102,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3103,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3104,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3105,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3106,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3107,usa,B9,2021-03-17,2021-03-19,2nd message,,,,,,,,False,2021-03-17,2021-03-19,,2000-01-01,2100-01-01
3108,usa,B9,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3109,singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3110,saudi arabia,B11,2021-03-17,2022-02-01,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3111,usa,B11,2021-03-17,2022-02-01,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3112,usa,B11,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3113,singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3114,saudi arabia,B11,2021-03-17,2022-02-06,1st message,do not contact,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3115,usa,B11,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3116,usa,B11,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3117,singapore,B11,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3118,uk,B11,2021-03-17,2021-03-17,1st message,,,,,,,,False,2021-03-17,,,2000-01-01,2100-01-01
3119,uk,B11,2021-03-17,2021-08-24,3rd message,,,,,,,,False,2021-03-17,2021-03-17,2021-08-24,2000-01-01,2100-01-01
